ExhibitionID,ExhibitionNumber,ExhibitionLabelvalue,datedebutvalue,annee_expo,datefinvalue,ExhibitionURL,Exhibitionvalue
3878.0,475,Japanese Household Objects,17/04/1951,1951,18/06/1951,moma.org/calendar/exhibitions/3278,Q110891037
3879.0,476,Abstraction in Photography,01/05/1951,1951,04/07/1951,moma.org/calendar/exhibitions/2413,Q110891038
3880.0,477,"New Talent Exhibition in the Penthouse: Di Spirito, Kriesberg, Mintz",08/05/1951,1951,08/07/1951,moma.org/calendar/exhibitions/3279,Q110891040
3886.0,478,From the Alfred Stieglitz Collection: An Extended Loan from the Metropolitan Museum of Art,22/05/1951,1951,12/08/1951,moma.org/calendar/exhibitions/3283,Q110891041
4015.0,479,Modern Relief,20/06/1951,1951,15/07/1951,moma.org/calendar/exhibitions/3384,Q110891044
2879.0,480,Selections from 5 New York Private Collections,26/06/1951,1951,09/09/1951,moma.org/calendar/exhibitions/2906,Q110891045
182.0,481,"Le Corbusier: Architecture, Painting, Design",03/07/1951,1951,12/08/1951,moma.org/calendar/exhibitions/1793,Q110891046
3885.0,482,"Some American Prints, 1949–50, from the Museum Collection",03/07/1951,1951,13/09/1951,moma.org/calendar/exhibitions/2415,Q110891047
4011.0,483,12 Photographers,12/07/1951,1951,12/08/1951,moma.org/calendar/exhibitions/3380,Q110891048
4012.0,484,Modern Bible Illustration,18/07/1951,1951,19/08/1951,moma.org/calendar/exhibitions/3381,Q110891049
4013.0,485,Lipchitz's Birth of the Muses,18/07/1951,1951,19/08/1951,moma.org/calendar/exhibitions/3382,Q110891050
3888.0,486,Forgotten Photographers,23/08/1951,1951,04/11/1951,moma.org/calendar/exhibitions/3285,Q110891051
4014.0,487,Teaching Portfolios,23/08/1951,1951,04/11/1951,moma.org/calendar/exhibitions/3383,Q110891052
2976.0,488,8 Automobiles,28/08/1951,1951,11/11/1951,moma.org/calendar/exhibitions/2928,Q110891054
3884.0,489,Prints by Max Beckmann,18/09/1951,1951,24/10/1951,moma.org/calendar/exhibitions/2414,Q110891055
3887.0,490,"Creative Art for Children, Young People, Adults, Schools",24/09/1951,1951,11/11/1951,moma.org/calendar/exhibitions/3284,Q110891057
2858.0,491,James Ensor,25/09/1951,1951,28/10/1951,moma.org/calendar/exhibitions/2898,Q110891058
2689.0,492,Henri Matisse,13/11/1951,1951,13/01/1952,moma.org/calendar/exhibitions/1900,Q110891059
3883.0,493,Memorable Life Photographs,20/11/1951,1951,12/12/1951,moma.org/calendar/exhibitions/3282,Q110891060
122.0,494,Good Design,27/11/1951,1951,27/01/1952,moma.org/calendar/exhibitions/1715,Q110891061
3882.0,495,Christmas Photographs,29/11/1951,1951,06/01/1952,moma.org/calendar/exhibitions/3281,Q110891062
3903.0,496,Children's Holiday Carnival of Modern Art,04/12/1951,1951,06/01/1952,moma.org/calendar/exhibitions/3298,Q110891063
3900.0,497,Five French Photographers,18/12/1951,1951,24/02/1952,moma.org/calendar/exhibitions/2417,Q110891065
3899.0,498,Frank Lloyd Wright: Buildings for Johnson's Wax,15/01/1952,1952,16/03/1952,moma.org/calendar/exhibitions/2416,Q110891067
3893.0,499,We Create for Pleasure,23/01/1952,1952,02/03/1952,moma.org/calendar/exhibitions/3290,Q110891068
2599.0,500,Masterworks Acquired through the Mrs. Simon Guggenheim Fund,29/01/1952,1952,23/03/1952,moma.org/calendar/exhibitions/2799,Q110891070
3898.0,501,Picasso: His Graphic Art,13/02/1952,1952,20/04/1952,moma.org/calendar/exhibitions/3295,Q110891071
3890.0,502,Odilon Redon: Drawings and Lithographs,13/02/1952,1952,20/04/1952,moma.org/calendar/exhibitions/3287,Q110891072
302.0,503,Posters by Painters and Sculptors,04/03/1952,1952,11/05/1952,moma.org/calendar/exhibitions/2757,Q110891073
3889.0,504,Recent Acquisitions: Sam A. Lewisohn Bequest,19/03/1952,1952,30/10/1952,moma.org/calendar/exhibitions/3286,Q110891074
3902.0,505,Human Quality in Creative Experience,20/03/1952,1952,20/04/1952,moma.org/calendar/exhibitions/3297,Q110891075
175.0,506,New Design Trends,25/03/1952,1952,01/06/1952,moma.org/calendar/exhibitions/2739,Q110891076
3897.0,507,15 Americans,09/04/1952,1952,27/07/1952,moma.org/calendar/exhibitions/3294,Q110891077
3904.0,508,Creative Work by Children and Young People,29/04/1952,1952,22/06/1952,moma.org/calendar/exhibitions/3299,Q110891078
2859.0,509,Recent Acquisitions,06/05/1952,1952,08/06/1952,moma.org/calendar/exhibitions/2899,Q110891080
3896.0,510,"New Talent Exhibition in the Penthouse: Elliott, Powers, Rogalski, Summers",13/05/1952,1952,06/07/1952,moma.org/calendar/exhibitions/3293,Q110891081
3901.0,511,Diogenes with a Camera,20/05/1952,1952,01/09/1952,moma.org/calendar/exhibitions/3296,Q110891083
3895.0,512,New York Times Posters,27/05/1952,1952,07/07/1952,moma.org/calendar/exhibitions/3292,Q110891084
3894.0,513,Architecture in the New York Area,10/06/1952,1952,27/07/1952,moma.org/calendar/exhibitions/3291,Q110891085
3891.0,514,French Paintings from the Molyneux Collection,24/06/1952,1952,07/09/1952,moma.org/calendar/exhibitions/3288,Q110891087
3892.0,515,Understanding African Negro Sculpture,01/07/1952,1952,05/10/1952,moma.org/calendar/exhibitions/3289,Q110891088
3912.0,516,Then and Now,05/08/1952,1952,18/08/1952,moma.org/calendar/exhibitions/2418,Q110891089
2643.0,517,Works from the Museum Collection,12/08/1952,1952,21/09/1952,moma.org/calendar/exhibitions/2820,Q110891091
3915.0,518,Two Houses: New Ways to Build,26/08/1952,1952,13/10/1952,moma.org/calendar/exhibitions/2420,Q110891093
3914.0,519,"Recent American Woodcuts and Prints by Marin, Hopper and Weber",09/09/1952,1952,16/11/1952,moma.org/calendar/exhibitions/2419,Q110891094
125.0,520,Good Design,23/09/1952,1952,30/11/1952,moma.org/calendar/exhibitions/1716,Q110891095
3913.0,521,Les Fauves,07/10/1952,1952,04/01/1953,moma.org/calendar/exhibitions/3306,Q110891096
3916.0,522,"The First Two Weeks: Art Work by Children, Parents, Teachers of the People's Art Center",14/10/1952,1952,16/11/1952,moma.org/calendar/exhibitions/3307,Q110891097
189.0,523,Olivetti: Design in Industry,21/10/1952,1952,30/11/1952,moma.org/calendar/exhibitions/2741,Q110891098
3910.0,524,"New Talent Exhibition in the Penthouse: Goto, Hultberg, Kruger",11/11/1952,1952,11/01/1953,moma.org/calendar/exhibitions/3304,Q110891099
3909.0,525,Diogenes with a Camera II,25/11/1952,1952,08/03/1953,moma.org/calendar/exhibitions/3303,Q110891100
3917.0,526,New Children's Holiday Carnival of Modern Art,09/12/1952,1952,11/01/1953,moma.org/calendar/exhibitions/3308,Q110891101
248.0,527,De Stijl,16/12/1952,1952,15/02/1953,moma.org/calendar/exhibitions/1798,Q110891102
3911.0,528,Built in USA: Post-War Architecture,20/01/1953,1953,15/03/1953,moma.org/calendar/exhibitions/3305,Q110891103
3918.0,529,International Sculpture Competition: The Unknown Political Prisoner,27/01/1953,1953,08/02/1953,moma.org/calendar/exhibitions/2421,Q110891104
3919.0,530,New Acquisitions,11/02/1953,1953,15/03/1953,moma.org/calendar/exhibitions/3309,Q110891105
3920.0,531,Children's Work,25/02/1953,1953,15/03/1953,moma.org/calendar/exhibitions/3310,Q110891106
3908.0,532,Always the Young Strangers,26/02/1953,1953,01/04/1953,moma.org/calendar/exhibitions/3302,Q110891107
3907.0,533,Edward G. Robinson Collection,03/03/1953,1953,12/04/1953,moma.org/calendar/exhibitions/3301,Q110891108
327.0,534,Four Poster Artists,17/03/1953,1953,17/05/1953,moma.org/calendar/exhibitions/2764,Q110891109
3906.0,535,Georges Rouault,31/03/1953,1953,31/05/1953,moma.org/calendar/exhibitions/3300,Q110891111
2647.0,536,Sculpture of the XXth Century,28/04/1953,1953,07/09/1953,moma.org/calendar/exhibitions/2822,Q110891112
3923.0,537,Postwar European Photography,26/05/1953,1953,23/08/1953,moma.org/calendar/exhibitions/2423,Q70438039
2650.0,538,"Summer Exhibition: New Acquisitions; Recent American Prints, 1947–1953; Katherine S. Dreier Bequest; Kuniyoshi and Spencer; Expressionism in Germany; Varieties of Realism",23/06/1953,1953,04/10/1953,moma.org/calendar/exhibitions/2824,Q110891114
183.0,539,Thonet Furniture,11/08/1953,1953,04/10/1953,moma.org/calendar/exhibitions/1722,Q110891115
3922.0,540,Jacques Villon: His Graphic Art,08/09/1953,1953,15/11/1953,moma.org/calendar/exhibitions/3311,Q110891116
3921.0,541,Ten Automobiles,15/09/1953,1953,04/10/1953,moma.org/calendar/exhibitions/2422,Q110891117
126.0,542,Good Design,22/09/1953,1953,29/11/1953,moma.org/calendar/exhibitions/1717,Q110891118
3924.0,543,Architecture for the State Department,06/10/1953,1953,22/11/1953,moma.org/calendar/exhibitions/2424,Q110891120
3927.0,544,Premium Toys Designed for Industry,13/10/1953,1953,27/12/1953,moma.org/calendar/exhibitions/3314,Q110891121
2682.0,545,Léger,20/10/1953,1953,03/01/1954,moma.org/calendar/exhibitions/2833,Q110891123
3929.0,546,"New Talent Exhibition in the Penthouse: Monroe, Schwartz, Sowers",17/11/1953,1953,31/01/1954,moma.org/calendar/exhibitions/3315,Q110891124
3928.0,547,Young American Printmakers,25/11/1953,1953,31/01/1954,moma.org/calendar/exhibitions/2425,Q110891126
3930.0,548,Children's Holiday Carnival,14/12/1953,1953,17/01/1954,moma.org/calendar/exhibitions/3316,Q110891127
239.0,549,"Recent Acquisitions, 1946–1953: Department of Architecture and Design",22/12/1953,1953,28/02/1954,moma.org/calendar/exhibitions/1796,Q110891128
3931.0,550,Ancient Arts of the Andes,25/01/1954,1954,21/03/1954,moma.org/calendar/exhibitions/3317,Q110891129
3926.0,551,Four American Graphic Designers,09/02/1954,1954,04/04/1954,moma.org/calendar/exhibitions/3313,Q110891130
3932.0,552,Creative Art by Children from Many Nations,17/03/1954,1954,02/05/1954,moma.org/calendar/exhibitions/3318,Q110891131
3933.0,553,The Art Teaching of Belle Boas,17/03/1954,1954,02/05/1954,moma.org/calendar/exhibitions/3319,Q110891132
3925.0,554,Signs in the Street,23/03/1954,1954,02/05/1954,moma.org/calendar/exhibitions/3312,Q110891133
2617.0,555,Vuillard,06/04/1954,1954,06/06/1954,moma.org/calendar/exhibitions/2805,Q110891134
3937.0,556,Faces and Figures: Drawings from the Collection of The Museum of Modern Art,21/04/1954,1954,06/06/1954,moma.org/calendar/exhibitions/3321,Q110891136
259.0,557,Japanese Pottery by Kitaoji Rosanjin,29/04/1954,1954,21/05/1954,moma.org/calendar/exhibitions/2749,Q110891137
2891.0,558,The Sculpture of Jacques Lipchitz,18/05/1954,1954,01/08/1954,moma.org/calendar/exhibitions/2913,Q110891138
11267.0,559,Japanese Exhibition House,16/06/1954,1954,15/10/1955,moma.org/calendar/exhibitions/2711,Q110891139
2455.0,560,Niles Spencer: A Retrospective Exhibition,22/06/1954,1954,15/08/1954,moma.org/calendar/exhibitions/2785,Q110891141
3936.0,561,Japanese Calligraphy,22/06/1954,1954,19/09/1954,moma.org/calendar/exhibitions/3320,Q110891143
3938.0,562,Playground Sculpture,30/06/1954,1954,22/08/1954,moma.org/calendar/exhibitions/2428,Q110891145
2761.0,563,Sculpture by Constantin Brancusi,07/07/1954,1954,15/08/1954,moma.org/calendar/exhibitions/2873,Q110891147
3934.0,564,Prints by Paul Klee,07/07/1954,1954,19/09/1954,moma.org/calendar/exhibitions/2426,Q110891148
2648.0,565,The Modern Movement in Italy: Architecture and Design,18/08/1954,1954,06/09/1954,moma.org/calendar/exhibitions/1877,Q110891149
3941.0,566,American Prints of the 20th Century,08/09/1954,1954,28/11/1954,moma.org/calendar/exhibitions/2430,Q110891150
2600.0,567,XXVth Anniversary Exhibition: Paintings from the Museum Collection,19/10/1954,1954,06/02/1955,moma.org/calendar/exhibitions/2800,Q110891151
3935.0,568,Modern Masterprints of Europe,07/12/1954,1954,01/02/1955,moma.org/calendar/exhibitions/2427,Q110891152
3939.0,569,The Family of Man,24/01/1955,1955,08/05/1955,moma.org/calendar/exhibitions/2429,
197.0,570,Good Design: 5th Anniversary,08/02/1955,1955,20/03/1955,moma.org/calendar/exhibitions/1718,Q110891154
3940.0,571,Paintings by Italian Children,16/02/1955,1955,20/03/1955,moma.org/calendar/exhibitions/3322,Q110891155
3942.0,572,Fifteen Paintings by French Masters of the 19th Century from the Louvre and the Museums of Albi and Lyon,25/02/1955,1955,24/04/1955,moma.org/calendar/exhibitions/3323,Q110891156
2750.0,573,Painting and Sculpture from the Museum Collection: New Acquisitions,05/03/1955,1955,24/04/1955,moma.org/calendar/exhibitions/2865,Q110891157
2709.0,574,Picasso: 12 Masterworks,15/03/1955,1955,17/04/1955,moma.org/calendar/exhibitions/2846,Q110891158
3947.0,575,Developing Creativeness In Children,15/03/1955,1955,17/04/1955,moma.org/calendar/exhibitions/3326,Q110891159
3948.0,576,Textiles and Ornamental Arts in India,11/04/1955,1955,25/09/1955,moma.org/calendar/exhibitions/3327,Q110891160
3943.0,577,"Benrimo, Townley, Tyler: New Talent Exhibition in the Penthouse",19/04/1955,1955,22/05/1955,moma.org/calendar/exhibitions/3324,Q110891161
3946.0,578,Prints from Europe and Japan; Etchings by Matisse,04/05/1955,1955,31/05/1955,moma.org/calendar/exhibitions/2432,Q110891162
2798.0,579,The New Decade: 22 European Painters and Sculptors,10/05/1955,1955,07/08/1955,moma.org/calendar/exhibitions/2878,Q110891163
2639.0,580,Paintings from Private Collections,31/05/1955,1955,07/09/1955,moma.org/calendar/exhibitions/2818,Q110891164
3952.0,581,UPA: Form in the Animated Cartoon,22/06/1955,1955,27/09/1955,moma.org/calendar/exhibitions/2434,Q110891165
2683.0,582,Léger Memorial,19/08/1955,1955,30/09/1955,moma.org/calendar/exhibitions/2834,Q110891166
2841.0,583,Giorgio de Chirico,06/09/1955,1955,30/10/1955,moma.org/calendar/exhibitions/1967,Q110891167
3945.0,584,Yves Tanguy,06/09/1955,1955,30/10/1955,moma.org/calendar/exhibitions/3325,Q110891168
3951.0,585,Selections from the Art Lending Service,05/10/1955,1955,24/10/1955,moma.org/calendar/exhibitions/3329,Q110891169
3950.0,586,Paintings by Amateurs,12/10/1955,1955,20/11/1955,moma.org/calendar/exhibitions/3328,Q110891170
322.0,587,Two Graphic Designers: Bruno Munari and Alvin Lustig,18/10/1955,1955,27/11/1955,moma.org/calendar/exhibitions/2763,Q110891171
3949.0,588,Glass from the Museum of Modern Art Collection,25/10/1955,1955,08/01/1956,moma.org/calendar/exhibitions/2433,Q110891172
3944.0,589,Prints by Nolde and Kirchner,08/11/1955,1955,08/01/1956,moma.org/calendar/exhibitions/2431,Q110891173
3962.0,590,Latin American Architecture Since 1945,23/11/1955,1955,19/02/1956,moma.org/calendar/exhibitions/2436,Q110891174
3963.0,591,Recent Acquisitions,30/11/1955,1955,22/02/1956,moma.org/calendar/exhibitions/2437,Q110891175
3964.0,592,"Craig, Fornas, Speyer: New Talent Exhibition in the Penthouse",06/12/1955,1955,22/01/1956,moma.org/calendar/exhibitions/3338,Q110891176
3965.0,593,Art of the Young Child,06/12/1955,1955,15/01/1956,moma.org/calendar/exhibitions/3339,Q110891177
3968.0,594,Children's Holiday Carnival of Modern Art,12/12/1955,1955,15/01/1956,moma.org/calendar/exhibitions/3342,Q110891178
3967.0,595,Matisse Chasubles,20/12/1955,1955,15/01/1956,moma.org/calendar/exhibitions/3341,Q110891180
3956.0,596,Diogenes with a Camera III,17/01/1956,1956,18/03/1956,moma.org/calendar/exhibitions/3332,Q110891181
3957.0,597,Julio González,08/02/1956,1956,08/04/1956,moma.org/calendar/exhibitions/3333,Q110891182
3960.0,598,Toulouse-Lautrec,21/03/1956,1956,06/05/1956,moma.org/calendar/exhibitions/3336,Q110891184
3958.0,598a,Matisse Maquette: The Sheaf,28/03/1956,1956,,moma.org/calendar/exhibitions/3334,Q110891185
3959.0,599,Diogenes with a Camera IV,04/04/1956,1956,03/06/1956,moma.org/calendar/exhibitions/3335,Q110891186
3969.0,600,Family Service Association Posters,18/04/1956,1956,13/05/1956,moma.org/calendar/exhibitions/3343,Q110891187
3970.0,601,Recent Drawings U.S.A.,25/04/1956,1956,05/08/1956,moma.org/calendar/exhibitions/3344,Q110891188
2980.0,602,"Clerk, Hadzi, Kabak: New Talent Exhibition in the Penthouse",01/05/1956,1956,10/06/1956,moma.org/calendar/exhibitions/2929,Q110891189
2878.0,603,Kandinsky Murals,23/05/1956,1956,05/08/1956,moma.org/calendar/exhibitions/2905,Q110891190
3954.0,604,Twelve Americans,30/05/1956,1956,08/09/1956,moma.org/calendar/exhibitions/3331,Q110891191
3953.0,604a,Renoir's Reclining Nude,24/06/1956,1956,,moma.org/calendar/exhibitions/3330,Q110891192
3955.0,605,Prints of Henri Matisse,27/06/1956,1956,14/10/1956,moma.org/calendar/exhibitions/2435,Q110891193
3961.0,606,Textiles U.S.A.,29/08/1956,1956,04/11/1956,moma.org/calendar/exhibitions/3337,Q110891194
2823.0,607,"Masters of British Painting, 1800–1950",03/10/1956,1956,02/12/1956,moma.org/calendar/exhibitions/2887,Q110891196
3966.0,608,Language of the Wall: Parisian Graffiti Photographed by Brassaï,24/10/1956,1956,13/01/1957,moma.org/calendar/exhibitions/3340,Q110891197
2836.0,609,Recent European Acquisitions,28/11/1956,1956,20/01/1957,moma.org/calendar/exhibitions/2894,Q110891198
3978.0,610,Children's Holiday Carnival,10/12/1956,1956,13/01/1957,moma.org/calendar/exhibitions/3350,Q110891199
3971.0,611,Balthus,19/12/1956,1956,03/02/1957,moma.org/calendar/exhibitions/3345,Q110891200
2757.0,612,Jackson Pollock,19/12/1956,1956,03/02/1957,moma.org/calendar/exhibitions/1926,Q110891201
3981.0,613,Drawings Recently Acquired for the Museum Collection,29/01/1957,1957,24/02/1957,moma.org/calendar/exhibitions/3353,Q110891202
3974.0,614,The Graphic Work of Edvard Munch,06/02/1957,1957,03/03/1957,moma.org/calendar/exhibitions/2438,Q110891203
3976.0,615,Buildings for Business and Government,27/02/1957,1957,28/04/1957,moma.org/calendar/exhibitions/3349,Q110891204
295.0,616,Travel Posters,06/03/1957,1957,07/04/1957,moma.org/calendar/exhibitions/2756,Q110891205
2938.0,617,Recent American Acquisitions,14/03/1957,1957,30/04/1957,moma.org/calendar/exhibitions/2923,Q110891206
3975.0,618,"Cohen, Kohn, Schapiro: New Talent in the Penthouse",09/04/1957,1957,12/05/1957,moma.org/calendar/exhibitions/3348,Q110891207
2710.0,619,Picasso: 75th Anniversary,04/05/1957,1957,08/09/1957,moma.org/calendar/exhibitions/2847,Q110891208
2768.0,620,Matta,11/09/1957,1957,20/10/1957,moma.org/calendar/exhibitions/1932,Q110891209
3972.0,621,David Smith,11/09/1957,1957,20/10/1957,moma.org/calendar/exhibitions/3346,Q110891210
2632.0,622,German Art of the 20th Century,02/10/1957,1957,01/12/1957,moma.org/calendar/exhibitions/2815,Q110891211
2825.0,623,Recent Acquisitions,13/11/1957,1957,05/01/1958,moma.org/calendar/exhibitions/2888,Q110891212
3980.0,623a,Penthouse Print Sale for Members,18/11/1957,1957,05/01/1958,moma.org/calendar/exhibitions/3352,Q110891213
3977.0,624,70 Photographers Look at New York,27/11/1957,1957,15/04/1958,moma.org/calendar/exhibitions/2439,Q110891214
3979.0,625,Children's Holiday Carnival,09/12/1957,1957,12/01/1958,moma.org/calendar/exhibitions/3351,Q110891215
2627.0,626,Chagall,18/12/1957,1957,16/02/1958,moma.org/calendar/exhibitions/2812,Q110891216
3973.0,627,Gaudí,18/12/1957,1957,23/02/1958,moma.org/calendar/exhibitions/3347,Q110891217
2835.0,628,"Three Painters as Printmakers: Braque, Miró, Morandi",29/01/1958,1958,02/03/1958,moma.org/calendar/exhibitions/2893,Q110891218
2588.0,629,Seurat Paintings and Drawings,24/03/1958,1958,11/05/1958,moma.org/calendar/exhibitions/2792,Q110891219
2669.0,630,Juan Gris,08/04/1958,1958,01/06/1958,moma.org/calendar/exhibitions/1887,Q110891220
3987.0,630a,50 Selections from the Collection of Mr. and Mrs. Walter Bareiss,23/04/1958,1958,18/05/1958,moma.org/calendar/exhibitions/3357,
2657.0,631,Jean Arp: A Retrospective,08/10/1958,1958,30/11/1958,moma.org/calendar/exhibitions/2829,Q110891221
3982.0,632,Philip L. Goodwin Collection,08/10/1958,1958,09/11/1958,moma.org/calendar/exhibitions/3354,Q110891222
2590.0,633,Works of Art: Given or Promised,08/10/1958,1958,09/11/1958,moma.org/calendar/exhibitions/2794,Q110891223
3986.0,634,Architecture Worth Saving,08/10/1958,1958,15/12/1958,moma.org/calendar/exhibitions/2441,Q110891224
2734.0,635,Second Floor Permanent Collection,08/10/1958,1958,,moma.org/calendar/exhibitions/2858,Q110891225
3988.0,636,Photographs from the Museum Collection,26/11/1958,1958,18/01/1959,moma.org/calendar/exhibitions/2442,Q110891226
79.0,637,20th Century Design from the Museum Collection,17/12/1958,1958,23/02/1959,moma.org/calendar/exhibitions/2729,Q110891227
3985.0,638,Ten European Artists,31/12/1958,1958,23/02/1959,moma.org/calendar/exhibitions/3356,Q110891228
2870.0,639,Recent Acquisitions: Painting and Sculpture,30/01/1959,1959,19/04/1959,moma.org/calendar/exhibitions/2900,Q110891229
3984.0,640,Architecture and Imagery: Four New Buildings,11/02/1959,1959,19/04/1959,moma.org/calendar/exhibitions/2440,Q110891231
2770.0,641,Joan Miró,19/03/1959,1959,10/05/1959,moma.org/calendar/exhibitions/1933,Q110891232
3983.0,642,David V. Hayes: New Talent in the Penthouse,01/04/1959,1959,03/05/1959,moma.org/calendar/exhibitions/3355,Q110891233
3989.0,643,American Acquisitions: Recent Additions of Prints to the Museum Collection,02/04/1959,1959,31/05/1959,moma.org/calendar/exhibitions/3358,Q110891234
3990.0,644,Recent Sculpture U.S.A.,13/05/1959,1959,16/08/1959,moma.org/calendar/exhibitions/3359,Q110891235
2868.0,645,The New American Painting as Shown in Eight European Countries 1958–1959,28/05/1959,1959,08/09/1959,moma.org/calendar/exhibitions/1990,Q110891236
3992.0,646,"Drawings, Watercolors, Collages: New Acquisitions",15/07/1959,1959,15/10/1959,moma.org/calendar/exhibitions/3361,Q110891237
2803.0,647,The Package,09/09/1959,1959,01/11/1959,moma.org/calendar/exhibitions/1953,Q110891238
3994.0,648,New Talent XII: Ronnie Solbert,15/09/1959,1959,01/11/1959,moma.org/calendar/exhibitions/3363,Q110891239
3991.0,649,Three Structures by Buckminster Fuller,22/09/1959,1959,01/03/1960,moma.org/calendar/exhibitions/3360,Q110891240
3998.0,650,Children's Carnival,22/09/1959,1959,18/10/1959,moma.org/calendar/exhibitions/3367,Q110891241
2880.0,651,New Images of Man,30/09/1959,1959,29/11/1959,moma.org/calendar/exhibitions/2907,Q110891242
3999.0,652,Buckminster Fuller,27/10/1959,1959,22/11/1959,moma.org/calendar/exhibitions/3368,Q110891243
3993.0,653,The Artist in His Studio: Photographs by Alexander Liberman,29/10/1959,1959,13/01/1960,moma.org/calendar/exhibitions/3362,Q110891244
2700.0,654,"30th Anniversary Special Installation - Towards the ""New"" Museum",18/11/1959,1959,29/11/1959,moma.org/calendar/exhibitions/2840,Q110891245
2701.0,655,Recent Acquisitions,03/12/1959,1959,31/01/1960,moma.org/calendar/exhibitions/2841,Q110891246
2791.0,656,16 Americans,16/12/1959,1959,17/02/1960,moma.org/calendar/exhibitions/2877,Q110891247
3995.0,657,Art Lending Service Retrospective,27/01/1960,1960,20/03/1960,moma.org/calendar/exhibitions/3364,Q110891248
3996.0,658,Sculpture and Painting by Peter Voulkos: New Talent in the Penthouse,01/02/1960,1960,13/03/1960,moma.org/calendar/exhibitions/3365,Q110891249
3997.0,659,The Sense of Abstraction,17/02/1960,1960,10/04/1960,moma.org/calendar/exhibitions/3366,Q110891250
2702.0,660,Claude Monet: Seasons and Moments,09/03/1960,1960,15/05/1960,moma.org/calendar/exhibitions/2842,Q110891252
4000.0,661,Homage to New York: A Self-Constructing and Self-Destroying Work of Art Conceived and Built by Jean Tinguely,17/03/1960,1960,,moma.org/calendar/exhibitions/3369,Q110891253
4149.0,662,Selections from the Art Lending Service,24/03/1960,1960,17/04/1960,moma.org/calendar/exhibitions/3405,Q110891254
4151.0,663,Fifty Modern Paintings and Sculpture Especially Donated for the Benefit of the 30th Anniversary Fund of The Museum of Modern Art,20/04/1960,1960,,moma.org/calendar/exhibitions/3407,
2618.0,664,Portraits from the Museum Collection,04/05/1960,1960,18/09/1960,moma.org/calendar/exhibitions/2806,Q110891256
4150.0,665,Art Education for Every Child,06/05/1960,1960,14/08/1960,moma.org/calendar/exhibitions/3406,Q110891257
281.0,666,Art Nouveau,08/06/1960,1960,06/09/1960,moma.org/calendar/exhibitions/2752,Q110891258
4152.0,667,Jazz by Henri Matisse,17/06/1960,1960,19/09/1960,moma.org/calendar/exhibitions/3408,Q110891259
4147.0,668,New Spanish Painting and Sculpture,20/07/1960,1960,28/09/1960,moma.org/calendar/exhibitions/2555,Q110891260
4148.0,669,"Baden, Gaudnek, Rabkin: New Talent Exhibition",20/09/1960,1960,30/10/1960,moma.org/calendar/exhibitions/3404,Q110891261
4146.0,670,Visionary Architecture,29/09/1960,1960,04/12/1960,moma.org/calendar/exhibitions/2554,Q110891262
4153.0,671,Photographs for Collectors,01/10/1960,1960,16/10/1960,moma.org/calendar/exhibitions/3409,Q110891263
4154.0,672,Children's Outdoor Carnival of Modern Art,03/10/1960,1960,30/10/1960,moma.org/calendar/exhibitions/3410,Q110891264
4155.0,673,Retrospective Exhibition: Museum of Modern Art Publications,08/10/1960,1960,27/11/1960,moma.org/calendar/exhibitions/3411,Q110891265
4144.0,674,100 Drawings from the Museum Collection,11/10/1960,1960,02/01/1961,moma.org/calendar/exhibitions/3402,Q110891266
4145.0,675,The Drawings of Joseph Stella,26/10/1960,1960,13/11/1960,moma.org/calendar/exhibitions/3403,Q110891268
2684.0,676,Fernand Léger in the Museum Collection,11/10/1960,1960,02/01/1961,moma.org/calendar/exhibitions/2835,Q110891267
4156.0,676a,Prints for Christmas: A Sale for Members,22/11/1960,1960,11/12/1960,moma.org/calendar/exhibitions/3412,Q110891270
4336.0,676b,Birds and Beasts from the Museum of Modern Art,03/12/1960,1960,08/01/1961,moma.org/calendar/exhibitions/3517,
279.0,677,Film Posters,14/12/1960,1960,23/02/1961,moma.org/calendar/exhibitions/2751,Q110891271
2749.0,678,Recent Acquisitions,21/12/1960,1960,05/02/1961,moma.org/calendar/exhibitions/2864,Q110891272
4162.0,679,Mark Rothko,18/01/1961,1961,12/03/1961,moma.org/calendar/exhibitions/2557,Q110891273
4337.0,679a,Painting and Sculpture from the James Thrall Soby Collection,01/02/1961,1961,04/03/1961,moma.org/calendar/exhibitions/3518,Q110891274
2662.0,680,Max Ernst,01/03/1961,1961,08/05/1961,moma.org/calendar/exhibitions/1883,Q110891275
2662.0,680,Max Ernst,01/03/1961,1961,08/05/1961,moma.org/calendar/exhibitions/1883,Q110891276
4163.0,680a,Max Ernst,01/03/1961,1961,21/05/1961,moma.org/calendar/exhibitions/3417,Q110891275
4163.0,680a,Max Ernst,01/03/1961,1961,21/05/1961,moma.org/calendar/exhibitions/3417,Q110891276
4164.0,681,Norbert Kricke,01/03/1961,1961,02/04/1961,moma.org/calendar/exhibitions/3418,Q110891277
4161.0,682,Steichen the Photographer,28/03/1961,1961,30/05/1961,moma.org/calendar/exhibitions/3416,Q110891278
4160.0,683,Tangible Motion Sculpture by Len Lye,05/04/1961,1961,,moma.org/calendar/exhibitions/3415,Q110891279
2722.0,684,America Seen: Between The Wars,25/04/1961,1961,07/08/1961,moma.org/calendar/exhibitions/2853,Q110891280
2644.0,685,Futurism,30/05/1961,1961,05/09/1961,moma.org/calendar/exhibitions/2821,Q110891281
